Doc_ID	Cite_ID	Type	Contents	Label	ID	URL	Coords
doc0051	cite0238	Raw_Reference	"Wayne Atkinson, a member of the Yorta Yorta and the Dja Dja Wurrong people of central and northeastern Victoria; activist, feminist, and member of the Hawai'ian [sic] royal family, Haunani-Kay Trask; and Professor Saree Makdisi, Palestinian activist and lit- erary scholar': Available at: https://www.nuigalway.ie/about-us/news-and-events/news- archive/2007/june2007/settler-colonialism-fifth-galway-conference-on-colonialism.html."		284aee867eb300c84c7a13b972661150e26e2a24	https://openresearch-repository.anu.edu.au/bitstream/1885/204080/1/01_Carey_Thinking_with_and_beyond_2020.pdf	"17,84.03,130.29,349.15,8.85;17,84.03,141.29,349.13,8.85;17,84.04,152.29,349.21,8.85;17,84.04,163.30,349.20,8.85;17,84.04,174.30,335.08,8.85"
doc0052	cite0239	Raw_Reference	"Barkan, ""Ttirkiye'de imparatorluk Devirlerinin."" 5The only exception to this in Turkey was Halil Inalcik's publication of the earliest extant register in t Ottoman archive, relating to Albanian lands. See Halil Inalclk, Hicri 835 Tarihli Suret-i Defter-i Sanca Arvanid (Ankara: TTK Basimevi, 1954)."		5eb1d4e52e359840554969bc6dfc3ae3bbdaa3a4	http://repository.bilkent.edu.tr/bitstream/11693/24291/1/Population%20changes%20in%20Ottoman%20Anatolia%20during%20the%2016th%20and%2017th%20centuries%20The%20demographic%20crisis%20reconsidered.pdf	"16,83.61,389.79,181.03,6.29;16,65.78,399.87,386.69,6.29;16,54.81,409.52,395.24,6.57;16,54.32,419.05,151.64,6.67"
doc0052	cite0240	Raw_Reference	"Linda Darling, Revenue Raising and Legitimacy Tax Collection and Finance Administration in the Ottoman Empire, 1560-1660, (Leiden: E. J. Brill, 199"		5eb1d4e52e359840554969bc6dfc3ae3bbdaa3a4	http://repository.bilkent.edu.tr/bitstream/11693/24291/1/Population%20changes%20in%20Ottoman%20Anatolia%20during%20the%2016th%20and%2017th%20centuries%20The%20demographic%20crisis%20reconsidered.pdf	"16,266.78,469.33,185.27,6.67;16,55.35,479.12,398.13,6.57"
doc0052	cite0241	Raw_Reference	"Islamoglu-inan, State and Peasant, 156. 26See, for example, Oz, ""Osmanh Klasik Diineminde Tarim""; Yunus Kog, ""XVI. Yiizylhn Ikinci Yarisinda Kiylerin Parqalanmasi Sorunu: Bursa Kazasi Ol6eginde Bir Araltirma,"" unpublished paper presented at the Eighth Turkish Congress of History, Ankara, 4-8 October 1999. I thank Dr. Koq for permitting me to use this paper. 27See Huricihan islamoglu-Inan, ""M. A. Cook's Population Pressure in Rural Anatolia, 1450-1600: A Critique of the Present Paradigm in Ottoman History,"" Review of Middle East Studies 3 (1978?): 120-35. Islamoglu-Inan deals with the price rise in another article: see Huricihan Islamoglu and Suraiya Faroqhi, ""Crop Patterns and Agricultural Production Trends in Sixteenth-Century Anatolia,"" Review 2, 3 (1978). For the problem of price increases in connection with population growth, see also Mustafa Akdag, ""Osmanh Imparatorlugu'nun Kurulu?u ve Inkigafi Devrinde Tiirkiye'nin Iktisadi Vaziyeti,"" Belleten 13 (1949): 497- 571. See also Omer Liutfi Barkan, ""Price Revolution of the Sixteenth Century: A Turning Point in the Economic History of the Near East,"" International Journal of Middle East Studies 6, 1 (1975): 8-15. Cf. Inalcik, ""Impact of the Annales School,"" 83 ff. The latest contribution to the discussion is from Sevket Pamuk, who re-evaluates the findings of Barkan and his interpretation of price movements in the Ottoman Empire: See Sevket Pamuk, ""The Price Revolution in the Ottoman Empire Reconsidered,"" International Journal of Middle East Studies 33 (2001): 69-89. 28Islamoglu-Inan, State and Peasant, 149. 29As far as the later historiography is concerned, it was Karen Barkey who developed a systematic critique of Islamoglu-Inan's argument. Barkey argues that Islamoglu-Inan, along with inalclk, has overstated the role of ""pull factors"" in peasants' leaving their lands and emphasizes the impact of declining economic conditions and rapid growth in population-in the landless and unmarried population, in particular-in Anatolia during the 16th century: see Barkey, Bandits and Bureaucrats, 148 ff. 30See Oz, Canik; Ozel, ""Changes."" 31See Cook, Population Pressure, 25; Oz, ""Tahrir Defterlerinin,"" 433, 436. Cf. Feridun Emecen, XVI. Asirda Manisa Kazast (Ankara: TTK Basimevi, 1989), 232-33. 32The proportion of landless peasant households to total households reached more than 50 percent in some nahiyes of the kaza of Amasya (Ozel, Changes, 75-76, 78). Note that these figures were reached via a detailed examination of the tax register of the region dated 1576 (TD 26, Kuyud-1 Kadime Archive, General Directorate of Deeds and Surveys, Ankara) and include neither those peasants recorded in the registers as ""caba"" (landless) by these records, it is no more than mere speculation to make any population estimate (on these problems, see Ozel, ""Avariz ve Cizye Defterleri""). The ""mufassal"" (detailed) avartz registers, which are referred to later, however, are of a different kind of recording, on the basis of comprehensive provincial surveys, the actual households or hanes being recorded in the same way as the tahrir registers (see n. 59). 59McGowan, Economic Life, 80-104. For the most recent work on the possible effects on the Ottoman lands of climatic changes, see W. J. Griswold, ""Climatic Change: A Possible Factor in the Social Unrest of Seventeenth Century Anatolia,"" in Humanist and Scholar: Essays in Honor of Andreas Tietze, ed. Heath W. Lowry and Donald Quataert (Istanbul: Isis Press, 1993), 36-57. 60Todorova, ""Was There?"" 58. 61Although I generally agree with Todorova's reservations about the direct and somewhat superficial com- parability of the demographic developments in the Ottoman Empire in this period with the so-called 'crisis' in Europe, it does seem problematic, to think of demographic phenomena being completely independent of conjunctural social and economic conditions. As seen in this survey, the Ottoman case of the 16th and 17th centuries is, I think, clear proof of such complex relationships. 62Todorova, ""Was There?"" 61. See also Todorova and Todorov, ""Historical Demography,"" 156-57. 63See Linda Darling, ""Avartz Tahriri: Seventeenth and Eighteenth Century Survey Registers,"" Turkish Studies Association Bulletin 10 (1986): 23-26; idem, Revenue and Legitimacy; Ozel, ""17. Yiizyll Demografi ve Iskan Tarihi iqin Onemli bir Kaynak."" Cf. Giike, Lzlkiyye, 12-14;"		5eb1d4e52e359840554969bc6dfc3ae3bbdaa3a4	http://repository.bilkent.edu.tr/bitstream/11693/24291/1/Population%20changes%20in%20Ottoman%20Anatolia%20during%20the%2016th%20and%2017th%20centuries%20The%20demographic%20crisis%20reconsidered.pdf	"18,70.22,321.21,110.08,6.29;18,61.76,330.11,306.49,6.52;18,53.84,341.15,313.11,6.52;18,53.72,350.26,313.57,6.19;18,53.43,360.79,14.65,5.38;18,61.90,370.22,307.44,6.90;18,54.16,380.00,310.72,6.57;18,53.86,389.96,311.07,6.57;18,54.06,400.11,307.81,6.29;18,53.86,409.76,311.96,6.57;18,54.16,419.84,312.83,6.57;18,54.23,430.12,313.51,6.11;18,54.06,439.95,312.30,6.29;18,54.23,449.92,313.56,6.11;18,53.96,459.88,313.22,6.19;18,54.37,469.56,315.01,6.50;18,54.49,478.93,47.94,6.67;18,62.30,489.95,120.68,6.52;18,62.18,499.78,304.74,6.19;18,54.30,509.67,311.89,6.29;18,54.30,519.51,312.54,6.29;18,54.60,529.59,306.02,6.29;18,54.26,539.62,178.17,6.19;18,62.65,549.13,99.09,6.67;18,62.22,559.35,305.26,6.29;18,54.49,568.81,157.28,6.67;18,62.58,579.39,306.75,6.29;18,54.42,589.23,312.74,6.29;18,54.62,599.38,314.76,6.19;18,54.62,609.22,311.03,6.19;21,54.00,72.51,341.62,6.29;21,54.26,82.66,341.93,6.19;21,54.00,92.43,344.67,6.29;21,54.24,102.39,274.96,6.29;21,62.55,112.19,337.58,6.52;21,54.62,122.16,346.43,6.50;21,54.54,132.27,337.62,6.29;21,54.65,142.04,201.01,6.57;21,62.55,151.43,96.37,6.52;21,62.42,162.34,333.99,6.19;21,54.24,172.23,344.27,6.29;21,54.48,182.07,341.68,6.29;21,54.48,192.03,341.48,6.29;21,54.44,202.06,198.92,6.19;21,62.51,211.76,313.71,6.57;21,62.49,222.65,337.40,6.52;21,54.78,231.46,329.80,7.05;21,54.78,245.67,250.33,6.29"
doc0052	cite0242	Raw_Reference	"Mehmet Oz, ""XVII. Yiizyll Ortasina Dogru Canik Sancagi,"" in Prof Dr Bayram Kodaman'a Armagan, ed. M. Ali Unal (Samsun, 1993), 193-206; idem, ""Bozok Sancagmnda iskan ve Niifus (1539-1642)."" On the Tokat region, see Ali Aqikel, ""Tokat Orneginde XVII. Ytizyiln ilk Yarisinda Osmanli Sosyal Yapisindaki Buhran,"" ed. Hasan Celal Giizel et al., Tiirkler (Ankara: Yeni Ttirkiye Yayinlari, 2002), 10:348-58. Aqikel appears to have carried out research very similar to the research I undertook for the Amasya region. Although I have not seen his original study, Aqlkel points in his article to a 67.98 percent drop in the recorded tax-paying population in the Tokat countryside during the same period. Because his figures are presented in a different form, I have not included Tokat in the table. 650n Amasya, see TD 26 and TD 776. Cf. Ozel, ""Changes,"" 136-43. For the figures for the districts of Canik and Bozok, see Mehmet Oz, ""Population Fall in Seventeenth Century Anatolia: Some Findings for the Districts of Canik and Bozok,"" Archivum Ottomanicum (forthcoming). I thank Mehmet Oz for allowing me to use his findings. See also Oz, ""XVII. Ytizyll Ortasina Dogru Canik Sancagl""; idem, ""Bozok Sancaginda Iskan ve Ntifus."" Aqikel finds that 16.55 percent of the villages in the Tokat district (forty-eight villages) disappeared between 1574 and 1942, and the number of villages temporarily abandoned during the period was much higher: Aqikel, ""Tokat Orneginde,"" 150-51. On the question of lost settlements during this period, see Suraiya Faroqhi, ""Anadolu'nun iskani ve Terkedilmil Kdyler Sorunu,"" in Tiirkiye'de Toplumsal Bilim Arattrmalarinda Yaklalm ve Yiintemler (Ankara, 1976), 289-302. See also inalclk, ""Mezra'a"" EI2; idem, An Economic and Social History, 165-66. 66Ozel, ""Changes,"" 138-39. Similar changes are observed in other parts of Anatolia. See Erder and Faroqhi, ""Population Rise and Fall,"" 332; Koq, ""XVI. Yiizyllin Ikinci Yarisinda Koylerin Parqalanmasi Sorunu."" 67Mehmet Oz of Hacettepe University and I have been working on the extant detailed avariz registers in the Ottoman Archives and hope to publish in the near future the results regarding these developments. For the time being, see Ozel, ""Changes""; idem, ""17. Ytizyll Demografi ve Iskan Tarihi lqin Onemli bir Kaynak"";"		5eb1d4e52e359840554969bc6dfc3ae3bbdaa3a4	http://repository.bilkent.edu.tr/bitstream/11693/24291/1/Population%20changes%20in%20Ottoman%20Anatolia%20during%20the%2016th%20and%2017th%20centuries%20The%20demographic%20crisis%20reconsidered.pdf	"21,330.98,302.41,62.41,6.67;21,55.07,311.36,345.28,6.57;21,55.80,322.59,338.37,6.29;21,55.13,332.36,343.85,6.57;21,54.96,341.55,345.73,6.29;21,54.92,351.34,344.18,6.19;21,54.80,361.75,343.02,5.90;21,54.88,371.44,346.16,6.10;21,54.61,380.32,14.53,5.43;21,63.03,390.97,339.22,6.67;21,54.96,401.31,339.35,6.29;21,54.96,411.03,341.21,6.29;21,55.11,420.97,342.62,6.67;21,54.84,431.07,340.09,6.29;21,55.04,441.00,346.47,6.50;21,54.96,450.99,346.53,6.29;21,55.07,461.66,343.06,6.57;21,54.47,471.98,345.29,6.57;21,54.99,480.37,122.70,6.67;21,62.58,491.37,336.05,6.29;21,55.01,501.68,328.91,6.57;21,62.58,510.75,333.44,6.29;21,54.60,520.71,345.09,6.29;21,54.60,531.81,337.96,6.29"
doc0048	cite0243	Raw_Reference	"Agamemnon ii. 58, 107 dyope ii, 157-158, 242, 411 Agriculture ; see Goddess of Ainos, mean and standard deviation, of cephalic index i, 290 ; of long bones i. 303 ; of skull capacity i. 340"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"463,31.86,338.13,90.27,9.01;463,32.04,347.51,106.39,9.01;463,31.86,356.96,112.20,9.01;463,31.86,367.45,162.78,8.01;463,42.12,376.00,153.14,9.01;463,42.12,385.93,113.71,9.01"
doc0048	cite0244	Raw_Reference	"Alteneck, ""Trachten des Mittelalters""' ii. 264 ftn., 391 ftn. Altorfer ii. 386 ftn., 389 ftn. Amalungs, the ii. 107 ftn. Americans, children, mean and standard deviation, of stature i. 296; of body weight i. 307 ; of chest girth i. 310 ; of height sitting, of squeeze of hands i. 314 ; of head index i. 359"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"463,32.76,433.49,162.61,9.01;463,42.66,443.35,67.48,9.01;463,32.94,452.90,112.29,9.01;463,32.94,462.60,101.37,9.01;463,32.94,471.85,159.76,9.01;463,42.84,482.32,150.57,8.01;463,42.66,490.94,152.89,9.01;463,42.48,500.48,154.04,9.01;463,43.02,510.40,100.21,9.01"
doc0048	cite0245	Raw_Reference	"Andamanese, mean and standard devia- tion, of cephalic index i. 290, 370; of skull capacity i. 343"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"463,34.02,577.05,160.39,9.01;463,43.92,586.78,152.79,9.01;463,44.46,596.52,78.37,9.01"
doc0048	cite0246	Raw_Reference	"Angle, profile, mean and deviation of i. 323 standard Anglo-Saxons, mean and standard devia- tion, of cephalic index i. 290 ; of skull capacity i. 335"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"463,35.10,634.74,116.29,9.01;463,45.00,644.47,69.55,9.01;463,163.44,635.23,31.07,8.01;463,209.34,260.48,159.35,9.01;463,218.88,270.03,150.36,9.01;463,218.70,279.72,55.57,9.01"
doc0048	cite0247	Raw_Reference	"Badensians, Modern, mean and standard deviation, of face index i. 326; of cephalic index i, 356"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"463,211.50,529.84,159.67,8.01;463,221.40,538.33,152.34,9.01;463,221.40,547.82,79.69,9.01"
doc0048	cite0248	Raw_Reference	"Bauer, its derivation ii. 184 448 INDEX II Bavarians, mean and standard deviation, of alveolar i. 324; ofbrain weight i. 322 ; of cephalic index i. 290, 354; of eyes i. 327 ; of roundness of forehead i. 326; of skull capacity i. 333 ; of skull cir- cumference i. 356 ; of stature i. 295"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"463,212.94,644.68,107.83,8.01;464,69.66,41.74,13.64,11.01;464,212.22,40.76,57.20,10.01;464,69.48,73.36,161.11,8.01;464,79.38,81.98,155.56,9.01;464,79.02,92.70,152.29,8.01;464,78.84,101.42,152.30,9.01;464,79.02,110.96,152.60,9.01;464,78.66,120.85,141.67,9.01"
doc0048	cite0249	Raw_Reference	"Bengal, Brahmans of, mean and standard deviation of cephalic index i. 290"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"464,67.86,198.34,161.12,9.01;464,87.12,208.10,129.55,9.01"
doc0048	cite0250	Raw_Reference	"Mahomedans of Eastern, mean and standard deviation, of cephalic index i. 290 ; of head index i, 289 ftn. Sonthals of Western, mean and standard deviation of head index i, 289 ftn. Beowulf ii, 186"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"464,77.58,218.77,151.94,8.01;464,86.76,227.59,142.79,9.01;464,86.76,237.35,142.39,9.01;464,86.58,247.87,11.91,8.01;464,76.86,256.58,152.18,9.01;464,86.58,266.36,141.92,9.01;464,86.22,276.04,38.39,9.01;464,66.78,285.75,58.63,9.01"
doc0048	cite0251	Raw_Reference	"British, ancient, mean and standard deviation, of cephalic indexi. 290, 363; of skull capacity i. 337"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"464,63.72,558.72,161.11,8.01;464,73.26,567.57,152.61,9.01;464,73.26,576.18,90.86,10.01"
doc0048	cite0252	Raw_Reference	"Bushmen, mean and standard deviation of cephalic index i. 290"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"464,248.40,159.30,161.49,9.01;464,258.12,169.12,92.35,9.01"
doc0048	cite0253	Raw_Reference	Cephalic Index: see Index Cerealia ii. 171		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"464,246.78,334.19,105.46,9.01;464,246.78,343.89,58.47,9.01"
doc0048	cite0254	Raw_Reference	"Denmark, mean and standard deviation of cephalic index of Aborigines of Swe- den and i. 365"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"465,209.88,115.48,158.98,8.01;465,219.42,125.02,149.63,8.01;465,219.24,133.65,54.85,9.01"
doc0048	cite0255	Raw_Reference	"Dutch, mean and standard deviation of cephalic index i. 354"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"465,208.08,470.34,161.80,8.01;465,217.62,478.96,79.51,9.01"
doc0048	cite0256	Raw_Reference	"Egyptians, mean and standard deviation of cephalic index i. 366"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"465,207.54,556.56,158.62,8.01;465,217.08,565.11,90.85,9.01"
doc0048	cite0257	Raw_Reference	"Fijians, mean and standard deviation of cephalic index i. 290"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"468,63.54,618.74,164.04,9.01;468,73.26,628.38,80.59,9.01"
doc0048	cite0258	Raw_Reference	"French, sexual ratio of i. 285 ftn. ; mean and standard deviation of brain weight i. 322; of cephalic index i. 290, 352, 353; of femur i. 302; of humerus i. 302; of radius i. 32; of skull capacity i. 330 ; of span and of stature i. 295; of tibia i. 302"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"468,243.36,259.73,165.98,9.01;468,253.08,269.36,152.72,9.01;468,253.26,279.08,155.20,9.01;468,253.26,288.98,154.60,9.01;468,252.90,298.60,154.95,9.01;468,253.08,308.32,154.59,9.01;468,253.26,319.12,118.39,8.01"
doc0048	cite0259	Raw_Reference	"Friesians, Ancient, mean and standard . deviation of cephalic index i. 290; of skull capacity, 335"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"468,243.72,424.97,171.99,9.01;468,253.62,434.86,152.41,9.01;468,253.80,444.50,84.73,9.01"
doc0048	cite0260	Raw_Reference	"Gaugenossen, ii, 139: see Index I. genossen : Gauls, Ancient, mean and _ standard deviation of cephalic index i. 290 362 Gauss, ""Law of Frequency"" i. ftn. Geffcken, ''Der Bildercatechismus des fiinfzehnten Jahrhunderts"" ii. 277 ftn., 332 ftn., 340 ftn., 385 ftn. Genealogies ending in female name ii. 107 Genossenschaft 429"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"468,244.26,561.14,164.08,9.01;468,253.08,571.60,30.47,8.01;468,412.56,571.60,0.83,8.01;468,244.44,581.50,160.59,8.01;468,253.62,590.20,152.77,9.01;468,253.80,599.76,11.77,9.01;468,244.26,609.51,143.65,9.01;468,253.44,619.96,11.98,8.01;468,244.26,629.92,162.49,8.01;468,253.44,638.36,153.67,9.01;468,253.80,649.34,106.48,8.01;469,34.56,77.84,159.26,9.01;469,34.74,87.31,72.97,9.01"
doc0048	cite0261	Raw_Reference	"German, mean and standard deviation of cephalic index i. 361; of body weight i. 306 ; of brain weight i. 322 ; of profile angle i. 323 ; of skull capa- city i. 333, 334; of stature i. 295"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"469,34.92,145.36,157.91,8.01;469,44.28,153.90,149.20,9.01;469,44.28,163.52,152.93,9.01;469,44.10,173.06,149.09,9.01;469,44.10,183.77,132.55,8.01"
doc0048	cite0262	Raw_Reference	"Hottentots, fertility of i. 85; mean and standard deviation of cephalic index i, 290 Householder and housedweller ii. 190"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"469,210.78,442.42,160.28,8.01;469,220.50,451.03,153.51,9.01;469,220.50,460.44,11.65,9.01;469,210.78,470.35,144.37,9.01"
doc0048	cite0263	Raw_Reference	"Index, Cephalic- as a test of variability i. 286-293"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"469,210.42,632.45,68.21,9.01;469,219.78,642.22,127.81,9.01"
doc0048	cite0264	Raw_Reference	"INDEX II Index, Cephalic- definition of i. 269 mean and standard deviation of i."		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"470,211.32,40.44,55.43,14.01;470,69.30,76.32,69.06,9.01;470,79.02,86.93,71.53,8.01;470,79.02,96.50,155.01,8.01"
doc0048	cite0265	Raw_Reference	"Index, Eye, mean and standard deviation of i. 327"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"470,68.94,134.38,161.53,9.01;470,88.38,144.18,31.10,9.01"
doc0048	cite0266	Raw_Reference	"Italians, mean and standard deviation of cephalic index i. 353; of skull capacity i. 332"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"470,68.40,212.69,161.84,8.01;470,78.30,221.42,152.81,9.01;470,78.30,231.39,56.59,9.01"
doc0048	cite0267	Raw_Reference	"Jews, mean and standard deviation of cephalic index i. 290, 349"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"470,67.86,315.56,164.85,8.01;470,87.30,324.46,101.77,9.01"
