Doc_ID	Cite_ID	Type	Contents	Label	ID	URL	Coords
doc0010	cite0011	Raw_Reference	"Taylor, F.W. (1967) The Principles of Scientific Management. New York: Norton."		3c618b549a3147fee04037f06fc66f42bff63880	https://ageconsearch.umn.edu/record/30566/files/dp020068.pdf	"31,89.88,419.22,387.22,10.91"
doc0011	cite0012	Raw_Reference	"Ibid., par. 133. This holding simply interprets the rights to life, health, and remuneration enshrined in the American Declaration in light of the principle of nondiscrimination found in Article II of the same instrument. American Declaration of the Rights and Duties of Man, O.A.S. Res. XXX, adopted by the Ninth International Conference of American States (1948), reprinted in Handbook of Existing Rules Pertaining to Human Rights, OEA/Ser.L/V/II.23 Doc. 21 Rev. 6, at 5 (1979), art. I (right to life); art. II (right to equality); art. XI (preservation of health and well-being); and art. XIV (work and fair remunera- tion)."		42e1569a9d8994b395ea90240de69a348c73d866	https://escholarship.org/content/qt5jc0909m/qt5jc0909m.pdf?t=krnnss	"52,82.50,358.33,417.90,7.89;52,82.50,369.33,455.04,7.89;52,82.50,380.33,450.23,7.89;52,82.50,391.33,448.19,7.89;52,82.50,402.33,455.23,7.89;52,82.50,413.33,19.25,7.89"
doc0012	cite0013	Raw_Reference	"Risse, G., Mending Bodies, Saving Souls: A History of Hospitals (Oxford, 1999)."		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	"332,60.92,369.50,312.97,9.95"
doc0011	cite0014	Raw_Reference	"These areas included sites operating south of Interstate 10 in Mississippi, and in the seven Louisiana parishes in and around New Orleans. US Department of Labor, OSHA Office of Communications, ""OSHA Resuming Regular Enforcement Along Most of Gulf Coast,"" National News Release, No. USDL 06-119-NAT (Jan. 20, 2006). http://www.osha.gov/pls/oshaweb /owadisp.show_document?p_table=NEWS_RELEASES&p_id=11805 (accessed May 14, 2006)."		42e1569a9d8994b395ea90240de69a348c73d866	https://escholarship.org/content/qt5jc0909m/qt5jc0909m.pdf?t=krnnss	"54,82.50,248.33,448.87,7.89;54,82.50,259.33,446.72,7.89;54,82.50,270.33,438.11,7.89;54,82.50,281.33,349.23,7.89"
doc0013	cite0015	Raw_Reference	"Texas. [H. D. Cope Collection, Philadelphia. ]"		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"313,103.10,349.95,183.18,8.97"
doc0014	cite0016	FootNote	"It is generally agreed that there is little or no scientific gap among the countries under consideration here. The supply of technical ability does not seem to have been a significant constraint on innovation. See OECD, Gaps in Technology, various reports(Paris, 1971). 39 J. Heer, Reflets du monde, presence de NestU (Rivaz, 1966). ﾂｫJ. Choffel, S*. Gobain, du miroir d Vatome (Paris, 1960). 38 This finding has been documented for the steel industry in Roger Emile Miller, Innovation, Organization and Environment: A Study of Sixteen American and West European Steel Firms (University Catholique de Louvain, Belgique, Nouvelles Series, No. 86), 152. 38 Philips, Facts About Philips, 4-8.EUROPEAN MULTINATIONALS"		05dbcb8cc4a5e9a5c655e11279c64694b774c2c4	http://doc.rero.ch/record/291422/files/S0007680500003871.pdf	
doc0015	cite0017	Raw_Reference	"Koo, Richard, 1988, 'Japanese Investment in Dollar Securities after the Plaza Accord,"" Statement Submitted to the Joint Economic Committee of the U.S. Congress, October 17. Published March 1989."		82f4a130c2b3246a2d85b1ab14ba94176a6bfa28	https://doi.org/10.3386/w3539	"94,108.00,379.78,410.04,8.02;94,109.00,388.69,406.80,8.88;94,108.00,399.50,409.50,8.25"
doc0016	cite0018	Raw_Reference	"Ingram, M 2005, Hospital Chapel of St Mary and St Thomas, Illford Hill, Illford. London: Museum of London Archaeology Service. Unpublished Report."		8c23c264e55fd030f70d6cfa5776612977d10379	https://centaur.reading.ac.uk/50828/3/Work%20and%20the%20Adolescent%20in%20Medieval%20England_accepted.pdf	"28,72.02,279.53,420.09,12.00;28,107.42,294.17,302.51,12.00"
doc0002	cite0019	Raw_Reference	"Shackel, Paul 窶｢ 1987 ' The Garden at the Carroll House, Annapolis, Md. In Perspectives on an 18th Century Garden, ed. 窶｢by Parker B. Potter, Jr. Brochure for Tourist> at the Carroll House for the 250th Anniversarv of the Birth of Charles Carroll of Carrollton, on. file at Historic Annapolis, Inc., Annapolis, MD."		2163f3963aa4bea92b2b7a4590a8ba6fbfe6c6e4	https://orb.binghamton.edu/cgi/viewcontent.cgi?article=1267&context=neha	
doc0017	cite0020	Raw_Reference	"Majority Report, Vol. I, Pt VI, ﾂｧ 408, quoting Jackson and Pringle's Report on Unemployment, p. 148."		8abfe46527761b7c5862588c7df5101c7f385840	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/536EA4779184961716587EA2370854C8/S0020859000005472a.pdf/div-class-title-the-royal-commission-on-the-poor-laws-1905-09-div.pdf	
doc0012	cite0021	Raw_Reference	"Granshaw, L., and R. Porter (eds.), The Hospital in History (London, 1990), 150. Ibid., 172. Ibid., 4. Keevil, Medicine and the Navy II, 283."		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	"357,72.25,270.17,278.05,8.53;357,72.25,280.17,34.54,8.39;357,72.25,290.17,27.61,8.39;357,72.25,300.17,130.13,8.53"
doc0002	cite0022	Raw_Reference	"Albee, Peggy A. 1988 Historic Structures Report for Morven. Manuscript on file, New Jersey State Museum, Trenton. d'Arge~nville, Alexandre Dezallier 1712 The Theory ai1d Practice of Gardening. John James, London."		2163f3963aa4bea92b2b7a4590a8ba6fbfe6c6e4	https://orb.binghamton.edu/cgi/viewcontent.cgi?article=1267&context=neha	
doc0013	cite0023	Raw_Reference	"Texas. [Imperfect cranium; collection of Prof. E. D. Cope, Philadelphia. ]"		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"440,108.58,287.79,222.34,8.97;440,109.30,299.07,80.46,8.97"
doc0006	cite0024	Raw_Reference	"Cf. James C. Scott, Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed (New Haven: Yale University Press, 1998)."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"224,87.18,361.38,293.79,9.00;224,71.99,373.38,300.11,9.00"
doc0018	cite0025	Raw_Reference	"Carole Fink, Defending the rights of others: the great powers, the Jews, and international minority protection, 1878-1938 (New York, NY, 2004), ch. 1."		9812745cfc96a5f3b80e64811bfe11e589897355	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/42E7AF5383F457B96EB01AAFBCB14BA5/S0018246X11000124a.pdf/div-class-title-paranoia-and-partisanship-genocide-studies-holocaust-historiography-and-the-apocalyptic-conjuncture-a-href-fn01a-ref-type-fn-a-div.pdf	"11,48.19,564.50,322.80,7.32;11,48.19,573.97,126.83,7.32"
doc0019	cite0026	Raw_Reference	"Cirtautas, Arista Maria, and Frank Schimmelpfennig (2010): Europeanisation Before and After Accession: Con- ditionality, Legacies and Compliance. Europe-Asia Studies 62)3:421-441"		f1eac2ce1c6e174fc13b0f35a8a4f5e0b1171749	https://www.econstor.eu/bitstream/10419/51555/1/670504882.pdf	"43,56.64,208.41,453.55,10.48;43,77.88,222.33,293.34,10.48"
doc0020	cite0027	FootNote	"This was recently the subject of a conference entitled 'Nostos: War, the Odyssey, and Narratives of Return', held in Columbia, South Carolina, 24-7 March 2011, and featuring, among other plenary speakers, Jonathan Shay."		cf4810986a3bfee4ea67c08c3e91ec5b1c84b273	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5D3B98FF4EC4D3373DE1C9267F90110C/S0017383511000052a.pdf/div-class-title-caesar-in-vietnam-did-roman-soldiers-suffer-from-post-traumatic-stress-disorder-a-href-fn01-ref-type-fn-a-div.pdf	"43,56.64,208.41,453.55,10.48;43,77.88,222.33,293.34,10.48"
doc0021	cite0028	FootNote	"For the Social Democratic amendments, see Sten. Ber., IV. Leg., Session 4 (1881), vol. IV (Anlagen), Doc."		39023817ac8db417f688a250c69e823b7077b912	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5421CBA13C66345CDEFEA8ED8F130C51/S0020859000002534a.pdf/div-class-title-german-social-democracy-and-german-state-socialism-1876-1884-div.pdf	"43,56.64,208.41,453.55,10.48;43,77.88,222.33,293.34,10.48"
doc0006	cite0029	Raw_Reference	"Beauchamp Duff, quoted in Mesopotamia Commission Report (MCR), Parliamentary Papers, 1917-18 (Cd. 8610), xvi, 37; MCR, 13, 105."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"61,70.61,397.00,289.37,9.00;61,51.00,409.00,247.53,9.00"
doc0022	cite0030	Raw_Reference	"Jaschok, Maria, and Suzanne Miers, eds. 1994a. Women and Chinese Patriar- chy: Submission, Servitude, and Escape. London and Atlantic Highlands, N.J.: Zed Books. ---. 1994b. ""Women in the Chinese Patriarchal System: Submission, Ser- vitude, Escape and Collusion."" In Jaschok and Miers 1994a, 1-24."		d56e982ec9de8ffa22fae2c63d4f0e42979202f5	https://escholarship.org/content/qt12h450zf/qt12h450zf.pdf?t=krz5v9	"148,71.98,210.14,306.00,8.84;148,83.98,221.64,293.87,8.84;148,83.98,233.14,62.55,8.84;148,71.98,244.64,306.00,8.84;148,83.98,256.14,254.35,8.83"
doc0023	cite0031	Raw_Reference	"New York: Holt, 1878. ---. ""On Traces of the Early Mental Condition of Man,"" Annual Report of the Board of Regents of the Smithsonian Institution (1 867), pp . 390-98. [R e printed fr om the Proceedings of the Royal Institution of Great Britain.] ---. Primitive Culture [1 871 ]. 2 vols . New York: Holt, 1889. --. Anthropology [1 881]."		9d7a870c061da41b94c24ceb6360386d011b99e0	https://muse.jhu.edu/book/67900/pdf	
doc0006	cite0032	Raw_Reference	"Henry Birch Reynardson, Mesopotamia, 1914-15: Extracts from a Regi- mental Officer's Diary (London: Andrew Melrose, 1919), 272; Bell to her fam- ily, 5 December 1918, quoted in Elizabeth Burgoyne, Gertrude Bell: From Her Personal Papers, 2 vols. (London: E. Benn, 1958-61), 2:101."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"63,70.31,229.00,289.69,9.00;63,50.99,241.00,308.99,9.00;63,50.99,253.00,308.99,9.00;63,50.99,265.00,225.63,9.00"
doc0024	cite0033	Raw_Reference	"BRUCB, ROBBRT. After forty-nine years. (An account of the ceremonies connected with the deposit in Mer of the cremated ashes of John Stewart Bruce.) Privately printed, 1930. BIBLIOGRAPHY"		621f9cc507ce582a8ded18d7ad9f4d21f1a33b80	https://ttu-ir.tdl.org/bitstream/2346/47128/1/ttu_stc001_000031.pdf	"435,68.90,672.14,422.48,9.00;435,88.77,683.24,381.61,9.00;436,299.87,74.46,82.59,9.00"
doc0025	cite0034	Raw_Reference	"Macintosh, H. ""Separation Problems in Mil,itary Wives."" American Journal of Psychiatry, 125 (1968): 260-265."		6f46058df610afebc9976ca7e4a9b9a4fb511fd5	http://escholarship.mcgill.ca/downloads/p2676w34n	"298,99.07,250.28,309.72,9.54;298,127.90,261.55,245.39,9.54;298,128.09,273.41,43.41,9.72"
doc0012	cite0035	Raw_Reference	"Von Roemer, L.S.A.M., Historical Sketches. An introduction to the Fourth Congress of the Far Eastern Association of Tropical Medicine (Batavia, 1921), 61. Van Gelder, Het Oost-Indisch avontuur, 290. Van Gelder, Het Oost-Indisch avontuur, 292. Westfrisan Archives in Hoorn: Werkdocumenten van bewindhebbers van de Oost-Indische Compagnie ter Kamer Enkhuizen of which the dates concerning the applicant ship's surgeons have been provided by H. de Vos. I refer to the appendix. The central question of this chapter is whether we can discern any patterns of surgical recruitment on the vessels of the Company in the eighteenth century, with the understanding that for the non-Dutch ship's surgeons no baptismal registers have been checked and that their statements of place of origin have been taken here at face value. The emphasis of non-Dutch ship's surgeons will be on Germany. However, no specific research has been done on the economic and demographic history of the German states. What is presented in this chapter in connection with the non-Dutch ship's surgeons are 'merely' the results of the queries for Sample S, and any conclusions about these surgeons' geographical origins should be interpreted with caution. This table excludes the surgeons of unknown origin. The numbers on which this table is based are presented in Appendix 1. The method of the sample is explained in appendix 1. Hart, Schrift en Getal., 122. Ibid., 124. Heringa, J., et al, Geschiedenis van Drenthe (Meppel, 1985), 496. Ibid., 485, 495. De Vries and Van der Woude, The First Modern Economy, 54-55."		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	"364,77.93,150.19,309.00,8.53;364,77.93,160.18,199.64,8.53;364,77.93,170.18,152.07,8.53;364,77.93,180.18,151.43,8.53;364,77.93,190.18,308.95,8.53;364,77.93,200.18,308.97,8.53;364,77.93,210.18,149.13,8.39;364,77.93,220.18,308.99,8.39;364,77.93,230.18,308.95,8.39;364,77.93,240.18,309.01,8.39;364,77.93,250.18,308.93,8.39;364,77.93,260.17,308.99,8.39;364,77.93,270.17,308.98,8.39;364,77.93,280.17,308.97,8.39;364,77.93,290.17,309.00,8.39;364,77.93,300.17,194.29,8.39;364,77.93,310.17,309.02,8.39;364,77.93,320.17,119.60,8.39;364,77.93,330.17,185.66,8.39;364,77.93,340.17,93.18,8.53;364,77.93,350.17,34.52,8.39;364,77.93,360.16,219.79,8.53;364,77.93,370.16,51.12,8.39;364,77.93,380.16,220.35,8.53"
doc0026	cite0036	Raw_Reference	"Bridewell, D. A. 1938. The Federal Home Loan Bank Board and its agencies. Manuscript, Library of Congress."	YES	1d02f6e3afa598003e4030f956e57e8feb7d6020	https://repository.upenn.edu/cgi/viewcontent.cgi?article=1007&context=cplan_papers	"24,126.00,106.56,359.99,6.99;24,138.00,116.55,34.67,6.99"
doc0026	cite0037	Raw_Reference	"Philadelphia Housing Association. 1935. Sheriff sales. In Housing in Philadelphia (in the Temple Uni- versity Libraries: Urban Archives, Philadelphia Housing Association collection, series VI, box 339, folder 110), pp. 21-2."	YES	1d02f6e3afa598003e4030f956e57e8feb7d6020	https://repository.upenn.edu/cgi/viewcontent.cgi?article=1007&context=cplan_papers	"24,126.00,476.47,359.99,6.99;24,138.00,486.46,347.99,6.99;24,138.00,496.46,75.29,6.99"
doc0019	cite0038	Raw_Reference	"Anderson, James H./Cheryl W. Gray (2007): Transforming Judicial Systems in Europe and Central Asia. Wash- ington: World Bank"		f1eac2ce1c6e174fc13b0f35a8a4f5e0b1171749	https://www.econstor.eu/bitstream/10419/51555/1/670504882.pdf	"42,85.08,306.33,453.43,10.48;42,106.32,320.37,79.98,10.48"
doc0027	cite0039	Raw_Reference	"Epstein, Lee, Daniel E. Ho, Gary King, and Jeffrey A. Segal. 2005. ""The Supreme Court During Crisis: How War Affects only Non-War Cases."" New York University Law Review 80 (1): 1-116."		04bd3574794891c3f7c5038abcab7589002fb85e	https://escholarship.org/content/qt8gx4v5qt/qt8gx4v5qt.pdf?t=krndmx	"36,72.00,359.91,468.00,10.48;36,83.71,383.81,456.30,10.48;36,83.71,407.72,71.54,10.48"
doc0020	cite0040	FootNote	"Others who take this approach include R. MacMullen, 'The Legion as a Society,' Historia 33 (1984), 440-56."		cf4810986a3bfee4ea67c08c3e91ec5b1c84b273	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5D3B98FF4EC4D3373DE1C9267F90110C/S0017383511000052a.pdf/div-class-title-caesar-in-vietnam-did-roman-soldiers-suffer-from-post-traumatic-stress-disorder-a-href-fn01-ref-type-fn-a-div.pdf	"36,72.00,359.91,468.00,10.48;36,83.71,383.81,456.30,10.48;36,83.71,407.72,71.54,10.48"
doc0025	cite0041	Raw_Reference	"Levy, H. and Miller, D. Going to ~ The Pol1t1cal Prisoner. New York: Grove Press, 1971."		6f46058df610afebc9976ca7e4a9b9a4fb511fd5	http://escholarship.mcgill.ca/downloads/p2676w34n	"298,99.78,169.20,246.89,9.74;298,128.82,180.33,274.30,9.99"
doc0001	cite0042	Raw_Reference	"Mayr's partisan position is discussed in Vernon, op. cit. (71) and J. Cain, ' Mayr as community architect ', op. cit. (3). In her representation of Mayr's role organizing evolutionists and editing journals, Smocovitis misses this point. V. B. Smocovitis, ' Disciplining evolutionary biology : Ernst Mayr and the founding of the Society for the Study of Evolution and Evolution (1939-1950) ', Evolution (1994), 48, 1-8 ; ' Organizing evolution : founding the Society for the Study of Evolution (1939-1950) ', Journal of the History of Biology (1994), 27, 241-309. 73 Mayr to Emerson, 31 March 1941, Mayr-Harvard, folder 75. In the 1950s, Mayr more politely attributed the failure of the Society to ' war conditions '. See ' History of the Society for the Study of Evolution ', Mayr-APS, folder ' SSE History '."		db794486152b1db0ada82d3ecd5059fa2b38aea3	http://discovery.ucl.ac.uk/129884/1/S000708749900388Xa.pdf	"24,141.65,527.00,352.34,7.02;24,122.00,537.00,372.02,7.02;24,122.00,547.00,371.99,7.02;24,122.00,557.00,372.03,7.31;24,122.00,567.00,360.21,7.31;24,130.00,577.00,364.03,7.02;24,122.00,587.00,372.00,7.02;24,122.00,597.00,70.74,7.02"
doc0028	cite0043	Raw_Reference	"Assembly of Massachusetts Bay, Circular Letter, 95, Assembly of New York suspended, 96. Astronomy Explained upon New- ton's Principlesy by James Fer- guson, 46. Autobiography of John Adams, ii9> I3Sﾂｻ 159."		60e42537ca2869de9092e8eb73defa2bc0857ed8	https://archive.org/download/declarationofind00beckuoft/declarationofind00beckuoft_bw.pdf	
doc0008	cite0044	Raw_Reference	"WILLOUGHBY, WILLIAM FRANKLIN 1905 Territories and Dependencies of the United States: Their Covcnlmcnt and Administration. New York: Century."		53a665a914aae1bf6e4c729b20080d4d281a863d	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/31D66E6CE76CE7729C019545C4F38104/S002387910001952Xa.pdf/div-class-title-rural-puerto-rico-in-the-early-twentieth-century-reconsidered-land-and-society-1899-1915-div.pdf	"33,51.82,472.72,116.76,5.50;33,59.97,479.88,315.36,8.11;33,87.87,489.29,68.96,7.72"
doc0006	cite0045	Raw_Reference	"As the Egyptian government was unable to repay its loans, European countries saw an opportunity to intervene in Egyptian politics. In 1876, a French-led effort resulted in the formation of La Caisse de la Dette Publique (the Public Debt Commission) to manage the Egyptian state's finances."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"167,66.38,517.38,293.61,9.00;167,51.00,529.38,308.98,9.00;167,51.00,541.38,308.98,9.00;167,51.00,553.38,283.10,9.00"
doc0005	cite0046	Raw_Reference	"Jonathan 51. Bloom. ""The Revi\al of Earl) I\lam~c Architect~11-e by the U m a ~~a d s of Spain,"" in 7'hu .\Iedim'al .\Ieiirt~rrn~r~nn: Ciosy-Cultuial Corrtnct~, ed."		fc15208c55b16378032b70f869c1f4fbb260aa52	http://arthistoriography.files.wordpress.com/2012/05/blairbloomdoc.pdf	"35,356.45,411.28,215.85,6.75;35,568.31,411.28,19.67,6.75;35,337.67,419.68,42.86,6.75;35,372.47,419.68,137.83,6.75;35,505.20,419.68,83.31,6.75"
doc0026	cite0047	Raw_Reference	"""Army Man Asks Court to Force Home Sale,"" Evening Bulletin, 14 May 1943, McDowell Collection, HOLC card 10."		1d02f6e3afa598003e4030f956e57e8feb7d6020	https://repository.upenn.edu/cgi/viewcontent.cgi?article=1007&context=cplan_papers	"23,126.00,486.46,359.99,6.99;23,126.00,496.46,53.79,6.99"
doc0012	cite0048	Raw_Reference	"Eloy, J., 'Rﾃｩlations de Voyages de Charles-Ghislain Wilmet. Chirurgien major ﾃ la Cie Maritime des Indes Neﾃｪrlandaises', Annuaire d'Histoires Rﾃｩgionales et Locales 'Le Vieux Chﾃ｢telet', (1984), 115-134, p. 122. Charles Ghislain Wilmet wrote several letters about his voyages as ship's surgeon to his family in Belgium. His letters were brought back to the Republic to be posted there by returning 'friends'. Born in the village Gembloux near Namur on 28 October, 1757, Wilmet travelled to Rotterdam at the beginning of 1779 to lodge with a 'friend' Master-Surgeon Van Putten who had his shop and home in the Breestraat. Wilmet wrote to his aunt and uncle on 11 March 1779 that he had been to the Chamber of Rotterdam to present his letters and certificates. The authorities were quite interested in him as a prospective employee and they told him that he would be tested on his surgical knowledge in order to determine his rank (first surgeon, first surgeon's mate or third surgeon). Passing his exam with honours, he subsequently sailed (probably) on the Willem Frederik (a vessel with a crew of more than 300 men) as first a ship's surgeon. In 1782, he was employed by the merchant fleet; in 1784, on the whaling fleet and at the Admirality of Rotterdam, and in 1785 and in 1790 again, by the Company's. Clearly, he must have, at least, enjoyed his work as a ship's surgeon. Though Wilmet did not write much about his work, he does describe small parcels to be delivered to friends. Charles Ghislain Wilmet continued working as a first ship's surgeon until his demise in Asia in 1791."		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	
doc0029	cite0049	Raw_Reference	"Fox-Genovese, Elizabeth, on New His- toricism, 56-58, 60"		da046592a514d3b052da34aa79a06766dbb89171	https://muse.jhu.edu/book/72311/pdf	"220,232.00,225.46,147.92,8.99;220,241.00,237.46,72.49,8.99"
doc0026	cite0050	Raw_Reference	"The works of Charles Abrams-The Future of Housing (1946) and Forbidden Neighbors (1955)-are the exception to sources on the Home Owners' Loan Corporation (HOLC) in that they are very critical of the agency. The most comprehensive source of information about HOLC, and the only book dedicated to its history, is C. Lowell Harriss's 1951 The History and Policies of the Home Owners' Loan Corporation. Harriss wrote his book with the cooperation of HOLC staff and is never critical of HOLC. The 1961 edition of Henry Hoagland and Leo Stone's text, Real Estate Finance, dedicated nine pages to HOLC. Like Harriss's book, this text is very complimentary of HOLC and never mentions 20 JOURNAL OF PLANNING HISTORY / February 2003"		1d02f6e3afa598003e4030f956e57e8feb7d6020	https://repository.upenn.edu/cgi/viewcontent.cgi?article=1007&context=cplan_papers	"20,145.78,613.56,340.21,6.99;20,126.00,623.55,359.99,6.99;20,126.00,633.55,359.99,6.99;20,126.00,643.55,360.00,6.99;20,126.00,653.55,359.99,6.99;20,126.00,663.54,360.00,6.99;20,126.00,673.54,359.99,6.99;20,126.00,81.34,8.90,6.99;20,150.46,81.34,187.87,6.99"
doc0006	cite0051	Raw_Reference	"See, for instance, A. Haldane, report to WO, 25 November 1920, Cabinet Paper, February 1921, AIR 5/1253, TNA, and Air Staff comments parallel to Hal- dane's report, January 1921."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"66,94.02,481.00,286.97,9.00;66,71.98,493.00,308.99,9.00;66,71.98,505.00,107.90,9.00"
